c ,From,To,Modes,length,time,Type,Lanes,VDF,Data1,Data2,Data3
,207687,207682,apb,0.111931,0.154036,107,4.0,23,43.600,8800.0,0.0000
,207687,207684,apb,0.063413,0.159196,107,1.0,29,23.900,2200.0,0.0000
,207687,208242,apb,0.159304,0.223325,107,4.0,23,42.800,8800.0,0.0000
,207687,208540,apb,0.060865,0.152799,107,1.0,29,23.900,2200.0,0.0000
,207688,207684,apb,0.043146,0.108771,107,1.0,29,23.800,2200.0,0.0000
,207688,207724,apb,0.124627,0.225910,107,1.0,17,33.100,2200.0,0.0000
,207688,208154,apb,0.160307,0.290587,107,1.0,17,33.100,2200.0,0.0000
,207689,207690,apb,0.122761,0.308187,107,1.0,29,23.900,2200.0,0.0000
,207689,207692,apb,0.076218,0.118781,107,2.0,27,38.500,4400.0,0.0000
,207689,207695,apb,0.069869,0.108887,107,2.0,27,38.500,4400.0,0.0000
,207690,207689,apb,0.122761,0.308187,107,1.0,29,23.900,2200.0,0.0000
,207690,207691,apb,0.086224,0.217371,107,1.0,29,23.800,2200.0,0.0000
,207690,207693,apb,0.077128,0.193627,107,1.0,29,23.900,2200.0,0.0000
,207690,207695,apb,0.183405,0.462366,107,1.0,29,23.800,2200.0,0.0000
,207691,207690,apb,0.086224,0.217371,107,1.0,29,23.800,2200.0,0.0000
,207691,207732,apb,0.161837,0.222743,107,4.0,23,43.600,8800.0,0.0000
,207691,207739,apb,0.159130,0.210337,107,4.0,23,45.400,8800.0,0.0000
,207692,207689,apb,0.076218,0.118781,107,2.0,27,38.500,4400.0,0.0000
,207692,207693,apb,0.123153,0.309171,107,1.0,29,23.900,2200.0,0.0000
,207692,207694,apb,0.082154,0.128032,107,2.0,27,38.500,4400.0,0.0000
,207692,208919,apb,0.014701,0.036906,107,1.0,29,23.900,2200.0,0.0000
,207693,207690,apb,0.077128,0.193627,107,1.0,29,23.900,2200.0,0.0000
,207693,207692,apb,0.123153,0.309171,107,1.0,29,23.900,2200.0,0.0000
,207693,209078,apb,0.006036,0.015217,107,1.0,29,23.800,2200.0,0.0000
,207694,207320,apb,0.074218,0.119386,107,2.0,31,37.300,4400.0,0.0000
,207694,207692,apb,0.082154,0.128032,107,2.0,27,38.500,4400.0,0.0000
,207694,207697,apb,0.122361,0.196827,107,2.0,31,37.300,4400.0,0.0000
,207694,207700,apb,0.109738,0.176522,107,2.0,31,37.300,4400.0,0.0000
,207695,207689,apb,0.069869,0.108887,107,2.0,27,38.500,4400.0,0.0000
,207695,207690,apb,0.183405,0.462366,107,1.0,29,23.800,2200.0,0.0000
,207695,208920,apb,0.015035,0.037903,107,1.0,29,23.800,2200.0,0.0000
,207695,208983,apb,0.089970,0.140213,107,2.0,27,38.500,4400.0,0.0000
,207696,207321,apb,0.081200,0.203849,107,1.0,29,23.900,2200.0,0.0000
,207696,207698,apb,0.121205,0.256972,107,1.0,21,28.300,2200.0,0.0000
,207696,207743,apb,0.085763,0.120229,107,2.0,23,42.800,4400.0,0.0000
,207697,207321,apb,0.075689,0.190014,107,1.0,29,23.900,2200.0,0.0000
,207697,207694,apb,0.122361,0.196827,107,2.0,31,37.300,4400.0,0.0000
,207697,207739,apb,0.088472,0.141934,107,2.0,31,37.400,4400.0,0.0000
,207697,209078,apb,0.076709,0.192575,107,1.0,29,23.900,2200.0,0.0000
,207698,207320,apb,0.083141,0.133739,107,2.0,31,37.300,4400.0,0.0000
,207698,207696,apb,0.121205,0.256972,107,1.0,21,28.300,2200.0,0.0000
,207698,207699,apb,0.109035,0.231170,107,1.0,21,28.300,2200.0,0.0000
,207699,207323,apb,0.083688,0.210978,107,1.0,29,23.800,2200.0,0.0000
,207699,207698,apb,0.109035,0.231170,107,1.0,21,28.300,2200.0,0.0000
,207699,207701,apb,0.103146,0.218684,107,1.0,21,28.300,2200.0,0.0000
,207700,207323,apb,0.073980,0.185724,107,1.0,29,23.900,2200.0,0.0000
,207700,207694,apb,0.109738,0.176522,107,2.0,31,37.300,4400.0,0.0000
,207700,208929,apb,0.074276,0.119159,107,2.0,31,37.400,4400.0,0.0000
,207701,207322,apb,0.080553,0.202225,107,1.0,29,23.900,2200.0,0.0000
,207701,207699,apb,0.103146,0.218684,107,1.0,21,28.300,2200.0,0.0000
,207701,207742,apb,0.109747,0.153851,107,2.0,23,42.800,4400.0,0.0000
,207702,207322,apb,0.075918,0.191390,107,1.0,29,23.800,2200.0,0.0000
,207702,207738,apb,0.104237,0.167673,107,2.0,31,37.300,4400.0,0.0000
,207702,209360,apb,0.028261,0.045339,107,2.0,31,37.400,4400.0,0.0000
,207703,207805,apb,0.037721,0.044127,107,3.0,19,51.300,6600.0,0.0000
,207703,207806,apb,0.030318,0.035467,107,3.0,19,51.300,6600.0,0.0000
,207703,208255,apb,0.112681,0.175607,107,2.0,27,38.500,4400.0,0.0000
,207704,207705,apb,0.110461,0.172147,107,2.0,27,38.500,4400.0,0.0000
,207704,208060,apb,0.086160,0.142873,107,1.0,13,36.200,2200.0,0.0000
,207704,208253,apb,0.096438,0.150295,107,2.0,27,38.500,4400.0,0.0000
,207704,208262,apb,0.064191,0.066529,107,2.0,15,57.900,4400.0,0.0000
,207705,207704,apb,0.110461,0.172150,107,2.0,27,38.500,4400.0,0.0000
,207705,207767,apb,0.415032,0.581821,107,4.0,23,42.800,8800.0,0.0000
,207705,208061,apb,0.096399,0.135140,107,4.0,23,42.800,8800.0,0.0000
,207705,231963,apb,0.104012,0.162107,107,2.0,27,38.500,4400.0,0.0000
,207706,207804,apb,0.038191,0.044677,107,3.0,19,51.300,6600.0,0.0000
,207706,207945,apb,0.038736,0.045307,107,4.0,19,51.300,8800.0,0.0000
,207706,208619,apb,0.152026,0.236924,107,3.0,27,38.500,6600.0,0.0000
,207706,208815,apb,0.055031,0.085765,107,3.0,27,38.500,6600.0,0.0000
,207709,207302,apb,0.062784,0.155663,107,1.0,25,24.200,2200.0,0.0000
,207709,208184,apb,0.108562,0.269162,107,1.0,25,24.200,2200.0,0.0000
,207710,207300,apb,0.098108,0.162162,107,1.0,13,36.300,2200.0,0.0000
,207710,208509,apb,0.075266,0.073554,107,4.0,15,61.400,8800.0,0.0000
,207710,209159,apb,0.034927,0.036009,107,4.0,15,58.200,8800.0,0.0000
,207711,207305,apb,0.122210,0.259102,107,1.0,21,28.300,2200.0,0.0000
,207711,207714,apb,0.108019,0.229016,107,1.0,21,28.300,2200.0,0.0000
,207711,208547,apb,0.064446,0.100435,107,2.0,27,38.500,4400.0,0.0000
,207712,207303,apb,0.124296,0.193708,107,2.0,27,38.500,4400.0,0.0000
,207712,207319,apb,0.112083,0.277892,107,1.0,25,24.200,2200.0,0.0000
,207712,207763,apb,0.107726,0.167885,107,2.0,27,38.500,4400.0,0.0000
,207713,207306,apb,0.084810,0.153734,107,1.0,17,33.100,2200.0,0.0000
,207713,207868,apb,0.195278,0.215623,107,3.0,19,54.400,6600.0,0.0000
,207713,207946,apb,0.130138,0.151792,107,3.0,19,51.500,6600.0,0.0000
,207714,207306,apb,0.127152,0.231185,107,1.0,17,33.000,2200.0,0.0000
,207714,207711,apb,0.108019,0.229016,107,1.0,21,28.300,2200.0,0.0000
,207715,207305,apb,0.087616,0.186417,107,1.0,21,28.200,2200.0,0.0000
,207715,207758,apb,0.052693,0.069652,107,4.0,23,45.400,8800.0,0.0000
,207715,208259,apb,0.097238,0.133839,107,4.0,23,43.600,8800.0,0.0000
,207720,207644,apb,0.101353,0.118542,107,2.0,19,51.300,4400.0,0.0000
,207720,207755,apb,0.229271,0.357305,107,2.0,27,38.500,4400.0,0.0000
,207720,208016,apb,0.137862,0.214850,107,2.0,27,38.500,4400.0,0.0000
,207721,207739,apb,0.105662,0.169533,107,2.0,31,37.400,4400.0,0.0000
,207721,208297,apb,0.182816,0.294120,107,2.0,31,37.300,4400.0,0.0000
,207721,208921,apb,0.056371,0.079025,107,2.0,23,42.800,4400.0,0.0000
,207722,207809,apb,0.064220,0.056755,107,4.0,11,67.900,8800.0,0.0000
,207722,207890,apb,0.438592,0.438641,107,4.0,11,60.000,8800.0,0.0000
,207722,208519,apb,0.099779,0.139877,107,2.0,23,42.800,4400.0,0.0000
,207722,208891,apb,0.077772,0.109026,107,2.0,23,42.800,4400.0,0.0000
,207723,207746,apb,0.320087,0.448720,107,2.0,23,42.800,4400.0,0.0000
,207723,207750,apb,0.107634,0.138005,107,2.0,23,46.800,4400.0,0.0000
,207723,208110,apb,0.136120,0.288594,107,1.0,21,28.300,2200.0,0.0000
,207723,208173,apb,0.084439,0.179023,107,1.0,21,28.300,2200.0,0.0000
,207724,207678,apb,0.344624,0.360322,107,2.0,19,57.400,4400.0,0.0000
,207724,207685,apb,0.044401,0.094136,107,1.0,21,28.300,2200.0,0.0000
,207724,207688,apb,0.124627,0.225910,107,1.0,17,33.100,2200.0,0.0000
,207724,208515,apb,0.091910,0.118086,107,2.0,23,46.700,4400.0,0.0000
,207725,207727,apb,0.083412,0.080208,107,4.0,11,62.400,8800.0,0.0000
,207725,207810,apb,0.059753,0.059756,107,4.0,11,60.000,8800.0,0.0000
,207725,208157,apb,0.121756,0.142405,107,2.0,19,51.300,4400.0,0.0000
,207726,207328,apb,0.699022,1.487281,107,1.0,21,28.200,2200.0,0.0000
,207726,207811,apb,0.031535,0.033793,107,3.0,19,56.000,6600.0,0.0000
,207726,207812,apb,0.033523,0.040228,107,3.0,19,50.000,6600.0,0.0000
,207726,208516,apb,0.123789,0.155108,107,2.0,23,47.900,4400.0,0.0000
,207727,207725,apb,0.083412,0.083416,107,4.0,11,60.000,8800.0,0.0000
,207727,207729,apb,0.609500,0.586067,107,3.0,11,62.400,6600.0,0.0000
,207727,208983,apb,0.012228,0.014314,107,2.0,19,51.300,4400.0,0.0000
,207728,207899,apb,0.006251,0.006902,107,3.0,19,54.400,6600.0,0.0000
,207728,207965,apb,0.035084,0.042128,107,3.0,19,50.000,6600.0,0.0000
,207728,208293,apb,0.042697,0.037734,107,2.0,11,67.900,4400.0,0.0000
,207729,207727,apb,0.609500,0.609507,107,3.0,11,60.000,6600.0,0.0000
,207729,207730,apb,0.016163,0.015543,107,3.0,11,62.400,6600.0,0.0000
,207729,208294,apb,0.229501,0.274954,107,2.0,19,50.100,4400.0,0.0000
,207730,207329,apb,0.142351,0.136887,107,3.0,11,62.400,6600.0,0.0000
,207730,207729,apb,0.016163,0.016164,107,3.0,11,60.000,6600.0,0.0000
,207731,207740,apb,0.188527,0.277293,107,2.0,27,40.800,4400.0,0.0000
,207731,207890,apb,0.033361,0.029483,107,4.0,11,67.900,8800.0,0.0000
,207731,207915,apb,0.472982,0.473044,107,4.0,11,60.000,8800.0,0.0000
,207731,208532,apb,0.151712,0.236761,107,2.0,27,38.500,4400.0,0.0000
,207732,207691,apb,0.161837,0.213915,107,4.0,23,45.400,8800.0,0.0000
,207732,207809,apb,0.044139,0.044144,107,4.0,11,60.000,8800.0,0.0000
,207732,207810,apb,0.051484,0.049506,107,4.0,11,62.400,8800.0,0.0000
,207732,208241,apb,0.118081,0.162500,107,4.0,23,43.600,8800.0,0.0000
,207733,207370,apb,0.302484,0.749960,107,1.0,25,24.200,2200.0,0.0000
,207733,207740,apb,0.263883,0.424777,107,2.0,31,37.300,4400.0,0.0000
,207733,208271,apb,0.288579,0.464202,107,2.0,31,37.300,4400.0,0.0000
,207735,207367,apb,0.298622,0.740385,107,1.0,25,24.200,2200.0,0.0000
,207735,207736,apb,0.129451,0.234654,107,1.0,17,33.100,2200.0,0.0000
,207735,208662,apb,0.078258,0.141857,107,1.0,17,33.100,2200.0,0.0000
,207736,207368,apb,0.297544,0.463705,107,2.0,27,38.500,4400.0,0.0000
,207736,207735,apb,0.129451,0.234654,107,1.0,17,33.100,2200.0,0.0000
,207736,208150,apb,0.169526,0.308229,107,1.0,17,33.000,2200.0,0.0000
,207736,208667,apb,0.072530,0.113034,107,2.0,27,38.500,4400.0,0.0000
,207737,207369,apb,0.319543,0.512636,107,2.0,31,37.400,4400.0,0.0000
,207737,207741,apb,0.143035,0.230083,107,2.0,31,37.300,4400.0,0.0000
,207737,208670,apb,0.083839,0.152435,107,1.0,17,33.000,2200.0,0.0000
,207737,208672,apb,0.087179,0.158507,107,1.0,17,33.000,2200.0,0.0000
,207738,207702,apb,0.104237,0.167673,107,2.0,31,37.300,4400.0,0.0000
,207738,208454,apb,0.031883,0.035205,107,3.0,19,54.400,6600.0,0.0000
,207738,208542,apb,0.203226,0.236798,107,3.0,19,51.500,6600.0,0.0000
,207739,207691,apb,0.159130,0.219018,107,4.0,23,43.600,8800.0,0.0000
,207739,207697,apb,0.088472,0.141934,107,2.0,31,37.400,4400.0,0.0000
,207739,207721,apb,0.105662,0.169538,107,2.0,31,37.400,4400.0,0.0000
,207739,207743,apb,0.159169,0.210397,107,4.0,23,45.400,8800.0,0.0000
,207740,207731,apb,0.188527,0.293856,107,2.0,27,38.500,4400.0,0.0000
,207740,207733,apb,0.263883,0.400136,107,2.0,31,39.600,4400.0,0.0000
,207740,208521,apb,0.176173,0.282667,107,2.0,31,37.400,4400.0,0.0000
,207741,207737,apb,0.143035,0.230083,107,2.0,31,37.300,4400.0,0.0000
,207741,208816,apb,0.387002,0.452634,107,3.0,19,51.300,6600.0,0.0000
,207741,208817,apb,0.030143,0.031508,107,3.0,19,57.400,6600.0,0.0000
,207742,207701,apb,0.109747,0.153851,107,2.0,23,42.800,4400.0,0.0000
,207742,207869,apb,0.113807,0.125664,107,3.0,19,54.400,6600.0,0.0000
,207742,208454,apb,0.124935,0.145723,107,3.0,19,51.500,6600.0,0.0000
,207743,207696,apb,0.085763,0.120229,107,2.0,23,42.800,4400.0,0.0000
,207743,207739,apb,0.159169,0.219081,107,4.0,23,43.600,8800.0,0.0000
,207743,207764,apb,0.146885,0.194159,107,4.0,23,45.400,8800.0,0.0000
,207744,207745,apb,0.033552,0.040283,107,2.0,19,50.000,4400.0,0.0000
,207744,208048,apb,1.389070,1.668156,107,2.0,19,50.000,4400.0,0.0000
,207745,207326,apb,0.063291,0.075988,107,2.0,19,50.000,4400.0,0.0000
,207745,207744,apb,0.033552,0.040342,107,2.0,19,50.000,4400.0,0.0000
,207746,207723,apb,0.320087,0.410405,107,2.0,23,46.800,4400.0,0.0000
,207746,208107,apb,0.138760,0.194523,107,2.0,23,42.800,4400.0,0.0000
,207746,208108,apb,0.137315,0.213998,107,2.0,27,38.500,4400.0,0.0000
,207746,208111,apb,0.137457,0.214230,107,2.0,27,38.500,4400.0,0.0000
,207747,207457,apb,0.418921,0.634729,107,2.0,27,39.600,4400.0,0.0000
,207747,207645,apb,0.101763,0.157772,107,2.0,27,38.700,4400.0,0.0000
,207747,208016,apb,0.060630,0.094488,107,2.0,27,38.500,4400.0,0.0000
,207748,207652,apb,0.265713,0.372495,107,2.0,23,42.800,4400.0,0.0000
,207748,207891,apb,0.032413,0.038898,107,3.0,19,50.000,6600.0,0.0000
,207748,207892,apb,0.041593,0.043487,107,3.0,19,57.400,6600.0,0.0000
,207748,208210,apb,0.056117,0.141471,107,1.0,29,23.800,2200.0,0.0000
,207749,207650,apb,0.136822,0.146604,107,2.0,19,56.000,4400.0,0.0000
,207749,207652,apb,0.157198,0.235797,107,2.0,23,40.000,4400.0,0.0000
,207749,207750,apb,0.107955,0.151339,107,2.0,23,42.800,4400.0,0.0000
,207749,208171,apb,0.085965,0.098653,107,2.0,19,52.300,4400.0,0.0000
,207750,207679,apb,0.426374,0.597721,107,4.0,23,42.800,8800.0,0.0000
,207750,207723,apb,0.107634,0.150889,107,2.0,23,42.800,4400.0,0.0000
,207750,207749,apb,0.107955,0.151341,107,2.0,23,42.800,4400.0,0.0000
,207750,208172,apb,0.084254,0.108021,107,4.0,23,46.800,8800.0,0.0000
,207751,207333,apb,0.099541,0.112691,107,2.0,19,53.000,4400.0,0.0000
,207751,207334,apb,0.047711,0.055802,107,2.0,19,51.300,4400.0,0.0000
,207751,207642,apb,0.160521,0.192626,107,2.0,19,50.000,4400.0,0.0000
,207751,207753,apb,0.150483,0.171328,107,2.0,19,52.700,4400.0,0.0000
,207752,207637,apb,0.098455,0.248206,107,1.0,29,23.800,2200.0,0.0000
,207752,207640,apb,0.160935,0.405719,107,1.0,29,23.800,2200.0,0.0000
,207752,207753,apb,0.141076,0.154474,107,2.0,19,54.800,4400.0,0.0000
,207752,207754,apb,0.130505,0.136429,107,2.0,19,57.400,4400.0,0.0000
,207753,207638,apb,0.099348,0.104430,107,2.0,19,57.100,4400.0,0.0000
,207753,207641,apb,0.160847,0.183141,107,2.0,19,52.700,4400.0,0.0000
,207753,207751,apb,0.150483,0.165366,107,2.0,19,54.600,4400.0,0.0000
,207753,207752,apb,0.141076,0.147479,107,2.0,19,57.400,4400.0,0.0000
,207754,207639,apb,0.160120,0.192189,107,3.0,19,50.000,6600.0,0.0000
,207754,207752,apb,0.130505,0.142899,107,2.0,19,54.800,4400.0,0.0000
,207754,207816,apb,0.131274,0.137233,107,3.0,19,57.400,6600.0,0.0000
,207755,207334,apb,0.059810,0.068095,107,2.0,19,52.700,4400.0,0.0000
,207755,207643,apb,0.161850,0.207510,107,4.0,23,46.800,8800.0,0.0000
,207755,207720,apb,0.229271,0.357305,107,2.0,27,38.500,4400.0,0.0000
,207755,208059,apb,0.100388,0.128706,107,4.0,23,46.800,8800.0,0.0000
,207756,207950,apb,0.034031,0.039802,107,3.0,19,51.300,6600.0,0.0000
,207756,208667,apb,0.092333,0.143896,107,2.0,27,38.500,4400.0,0.0000
,207756,208816,apb,0.037605,0.039308,107,3.0,19,57.400,6600.0,0.0000
,207756,209040,apb,0.051721,0.083214,107,2.0,31,37.300,4400.0,0.0000
,207758,207360,apb,0.106390,0.161575,107,2.0,31,39.600,4400.0,0.0000
,207758,207391,apb,0.175716,0.232229,107,4.0,23,45.400,8800.0,0.0000
,207758,207715,apb,0.052693,0.072527,107,4.0,23,43.600,8800.0,0.0000
,207759,207392,apb,0.333325,0.382611,107,2.0,19,52.300,4400.0,0.0000
,207759,207826,apb,0.067288,0.069374,107,4.0,15,58.200,8800.0,0.0000
,207759,208261,apb,0.125951,0.151522,107,2.0,19,50.000,4400.0,0.0000
,207759,208988,apb,0.034352,0.033571,107,4.0,15,61.400,8800.0,0.0000
,207761,207397,apb,0.107180,0.270202,107,1.0,29,23.800,2200.0,0.0000
,207761,208988,apb,0.088114,0.084329,107,4.0,15,62.700,8800.0,0.0000
,207761,232500,apb,0.288622,0.282064,107,4.0,15,61.400,8800.0,0.0000
,207762,207317,apb,0.082642,0.128793,107,2.0,27,38.500,4400.0,0.0000
,207762,207869,apb,0.034544,0.040292,107,3.0,19,51.500,6600.0,0.0000
,207762,207946,apb,0.024117,0.026630,107,3.0,19,54.400,6600.0,0.0000
,207763,207317,apb,0.126081,0.196490,107,2.0,27,38.500,4400.0,0.0000
,207763,207712,apb,0.107726,0.167885,107,2.0,27,38.500,4400.0,0.0000
,207764,207303,apb,0.085947,0.133943,107,2.0,27,38.500,4400.0,0.0000
,207764,207743,apb,0.146885,0.202173,107,4.0,23,43.600,8800.0,0.0000
,207764,208911,apb,0.095676,0.126469,107,4.0,23,45.400,8800.0,0.0000
,207765,207808,apb,0.176204,0.181665,107,4.0,15,58.200,8800.0,0.0000
,207765,209159,apb,0.069521,0.067940,107,4.0,15,61.400,8800.0,0.0000
,207766,207807,apb,0.047529,0.055600,107,3.0,19,51.300,6600.0,0.0000
,207766,207808,apb,0.034757,0.033967,107,4.0,15,61.400,8800.0,0.0000
,207766,209169,apb,0.050755,0.059188,107,3.0,19,51.500,6600.0,0.0000
,207767,207705,apb,0.415032,0.581821,107,4.0,23,42.800,8800.0,0.0000
,207767,207826,apb,0.039005,0.038118,107,4.0,15,61.400,8800.0,0.0000
,207767,207827,apb,0.055604,0.057330,107,4.0,15,58.200,8800.0,0.0000
,207767,208257,apb,0.222087,0.311348,107,4.0,23,42.800,8800.0,0.0000
,207770,207632,apb,0.141606,0.227175,107,2.0,31,37.400,4400.0,0.0000
,207770,207904,apb,0.079193,0.104664,107,3.0,23,45.400,6600.0,0.0000
,207770,208935,apb,0.141603,0.197594,107,3.0,23,43.000,6600.0,0.0000
,207771,208992,apb,0.088612,0.138099,107,2.0,27,38.500,4400.0,0.0000
,207771,209051,apb,0.194751,0.266181,107,3.0,23,43.900,6600.0,0.0000
,207771,209149,apb,0.037745,0.049883,107,2.0,23,45.400,4400.0,0.0000
,207771,209230,apb,0.034565,0.043942,107,3.0,23,47.200,6600.0,0.0000
,207772,207773,apb,0.100595,0.214032,107,1.0,21,28.200,2200.0,0.0000
,207772,208414,apb,0.014011,0.029705,107,1.0,21,28.300,2200.0,0.0000
,207773,207772,apb,0.100595,0.214032,107,1.0,21,28.200,2200.0,0.0000
,207773,208052,apb,0.018124,0.038562,107,1.0,21,28.200,2200.0,0.0000
,207775,207552,apb,0.528322,0.737193,107,3.0,23,43.000,6600.0,0.0000
,207775,207612,apb,0.026758,0.035371,107,4.0,23,45.400,8800.0,0.0000
,207775,207920,apb,0.228916,0.292624,107,2.0,23,47.200,4400.0,0.0000
,207776,207449,apb,0.286902,0.608497,107,1.0,21,28.300,2200.0,0.0000
,207776,207843,apb,0.267796,0.263016,103,3.0,15,61.100,6600.0,0.0000
,207776,208222,apb,0.079690,0.085083,103,3.0,15,56.200,6600.0,0.0000
,207777,208221,apb,0.038336,0.035387,103,3.0,15,65.000,6600.0,0.0000
,207777,208222,apb,0.025430,0.024977,103,3.0,15,61.100,6600.0,0.0000
,207778,207777,apb,0.103828,0.172092,107,1.0,13,36.200,2200.0,0.0000
,207778,207862,apb,0.039327,0.083674,107,1.0,21,28.200,2200.0,0.0000
,207778,209369,apb,0.047362,0.076186,107,3.0,31,37.300,6600.0,0.0000
,207779,207452,apb,0.268248,0.374391,107,3.0,23,43.000,6600.0,0.0000
,207779,208231,apb,1.014001,1.421805,107,3.0,23,42.800,6600.0,0.0000
,207780,207781,apb,0.057301,0.073636,107,4.0,23,46.700,8800.0,0.0000
,207780,208227,apb,0.113039,0.144940,107,4.0,23,46.800,8800.0,0.0000
,207781,207463,apb,0.175251,0.225210,107,4.0,23,46.700,8800.0,0.0000
,207781,207780,apb,0.057301,0.073472,107,4.0,23,46.800,8800.0,0.0000
,207784,208201,apb,0.345437,0.460583,108,1.0,33,45.000,2200.0,0.0000
,207784,209071,apb,0.227444,0.139966,102,4.0,7,97.500,8800.0,0.0000
,207785,207939,apb,0.202040,0.124332,102,4.0,7,97.500,8800.0,0.0000
,207786,207789,apb,0.117204,0.072126,102,4.0,7,97.500,8800.0,0.0000
,207787,207433,apb,0.140564,0.086324,102,5.0,7,97.700,11000,0.0000
,207788,208199,apb,0.128190,0.077068,102,5.0,7,99.800,11000,0.0000
,207789,207790,apb,0.149023,0.091706,102,4.0,7,97.500,8800.0,0.0000
,207790,207793,apb,0.072021,0.044321,102,4.0,7,97.500,8800.0,0.0000
,207791,207788,apb,0.117226,0.070477,102,5.0,7,99.800,11000,0.0000
,207792,207481,apb,0.069749,0.042660,102,4.0,7,98.100,8800.0,0.0000
,207793,207879,apb,0.006050,0.003723,102,4.0,7,97.500,8800.0,0.0000
,207794,207792,apb,0.072095,0.044095,102,4.0,7,98.100,8800.0,0.0000
,207795,208566,apb,0.109499,0.071568,102,4.0,7,91.800,8800.0,0.0000
,207796,207292,apb,0.076288,0.046946,102,4.0,7,97.500,8800.0,0.0000
,207802,207672,apb,0.034885,0.040804,107,3.0,19,51.300,6600.0,0.0000
,207802,232006,apb,0.102619,0.120040,107,3.0,19,51.300,6600.0,0.0000
,207803,207672,apb,0.036710,0.042941,107,3.0,19,51.300,6600.0,0.0000
,207803,208585,apb,0.183027,0.214096,107,3.0,19,51.300,6600.0,0.0000
,207804,207706,apb,0.038191,0.044677,107,3.0,19,51.300,6600.0,0.0000
,207804,207806,apb,0.468608,0.548192,107,3.0,19,51.300,6600.0,0.0000
,207805,207703,apb,0.037721,0.044126,107,3.0,19,51.300,6600.0,0.0000
,207805,208256,apb,0.136371,0.159529,107,3.0,19,51.300,6600.0,0.0000
,207806,207703,apb,0.030318,0.035467,107,3.0,19,51.300,6600.0,0.0000
,207806,207804,apb,0.468608,0.548195,107,3.0,19,51.300,6600.0,0.0000
,207807,207766,apb,0.047529,0.055600,107,3.0,19,51.300,6600.0,0.0000
,207807,208256,apb,0.044609,0.052184,107,3.0,19,51.300,6600.0,0.0000
,207808,207765,apb,0.176204,0.172197,107,4.0,15,61.400,8800.0,0.0000
,207808,207766,apb,0.034757,0.035834,107,4.0,15,58.200,8800.0,0.0000
,207809,207722,apb,0.064220,0.064227,107,4.0,11,60.000,8800.0,0.0000
,207809,207732,apb,0.044139,0.039008,107,4.0,11,67.900,8800.0,0.0000
,207810,207725,apb,0.059753,0.057457,107,4.0,11,62.400,8800.0,0.0000
,207810,207732,apb,0.051484,0.051487,107,4.0,11,60.000,8800.0,0.0000
,207811,207726,apb,0.031535,0.037846,107,3.0,19,50.000,6600.0,0.0000
,207811,208517,apb,0.140492,0.150551,107,3.0,19,56.000,6600.0,0.0000
,207812,207726,apb,0.033523,0.035047,107,3.0,19,57.400,6600.0,0.0000
,207812,207813,apb,0.389334,0.467209,107,3.0,19,50.000,6600.0,0.0000
,207813,207677,apb,0.037623,0.045148,107,3.0,19,50.000,6600.0,0.0000
,207813,207812,apb,0.389334,0.407034,107,3.0,19,57.400,6600.0,0.0000
,207814,207677,apb,0.026659,0.027871,107,3.0,19,57.400,6600.0,0.0000
,207814,208208,apb,0.064638,0.077567,107,3.0,19,50.000,6600.0,0.0000
,207815,207386,apb,0.089463,0.104636,107,3.0,19,51.300,6600.0,0.0000
,207815,207387,apb,0.040441,0.042285,107,3.0,19,57.400,6600.0,0.0000
,207816,207387,apb,0.039211,0.040991,107,3.0,19,57.400,6600.0,0.0000
,207816,207754,apb,0.131274,0.157566,107,3.0,19,50.000,6600.0,0.0000
,207817,207459,apb,0.031902,0.038291,107,3.0,19,50.000,6600.0,0.0000
,207817,207639,apb,0.107921,0.118605,107,3.0,19,54.600,6600.0,0.0000
